loan_amount,repaid_amount,days,number_of_loans,Bucket
2730,2730,0,21,Active
3115,3115,0,21,Active
2513,2513,0,6,Active
365,365,0,6,Active
1385,1385,0,6,Active
2050,2050,0,6,Active
1365,1365,0,6,Active
365,365,0,3,Active
365,365,0,3,Active
365,638,21,2,Active
1000,1000,0,15,Active
900,900,0,15,Active
2050,2050,0,15,Active
236,236,0,15,Active
1550,1550,0,15,Active
1348,1348,0,15,Active
2000,2000,0,15,Active
2050,2050,0,15,Active
700,700,0,15,Active
1000,1000,0,15,Active
3050,4251,7,15,Active
1350,1350,0,15,Active
1000,1000,0,15,Active
1550,1550,0,15,Active
1407,1407,0,25,Active
2960,2960,0,25,Active
2470,2470,0,25,Active
2108,2108,0,25,Active
2610,2610,0,25,Active
1350,1350,0,25,Active
1315,2592,7,25,Active
970,970,0,25,Active
1100,1100,0,25,Active
2537,2537,0,25,Active
4610,4610,0,25,Active
725,725,0,25,Active
4100,4100,0,25,Active
1115,1115,0,25,Active
621,621,0,25,Active
2500,2500,0,25,Active
230,230,0,25,Active
2810,2810,0,25,Active
1350,1430,42,25,Default
1118,1118,0,25,Active
1115,1115,0,25,Active
2198,2198,0,25,Active
2290,2290,0,25,Active
510,510,0,25,Active
1304,10593,294,3,Write Off
230,3076,42,3,Default
365,0,7,1,Active
307,307,0,3,Active
1800,2338,7,3,Active
365,57,0,3,Active
1871,0,364,1,Write Off
365,365,0,3,Active
1025,1025,0,3,Active
3115,4415,7,18,Active
230,230,0,18,Active
0,0,0,18,Active
100,100,0,18,Active
1115,1115,0,18,Active
2115,2115,0,18,Active
2600,2600,0,18,Active
1300,1300,0,18,Active
1203,1203,0,18,Active
75,75,0,18,Active
2118,2118,0,18,Active
3118,3118,0,18,Active
3030,4555,21,18,Active
1823,1823,0,18,Active
1115,1115,0,18,Active
1414,1414,0,18,Active
1324,3854,35,18,Default
236,236,0,3,Active
850,850,0,3,Active
236,236,0,3,Active
1000,1000,203,3,Write Off
2550,2550,0,7,Active
365,365,0,7,Active
2550,2550,0,7,Active
1000,1000,0,7,Active
1550,1550,0,7,Active
2050,2050,0,7,Active
3231,3231,294,4,Write Off
115,6221,14,4,Active
230,230,0,4,Active
2715,2715,0,9,Active
1715,3682,21,9,Active
1880,4515,14,9,Active
2318,2544,7,9,Active
2014,2014,0,9,Active
1350,2184,7,9,Active
2491,11885,77,9,Default
581,581,105,9,Write Off
850,850,0,3,Active
236,236,0,3,Active
1300,1300,0,3,Active
36,36,35,3,Default
200,200,0,4,Active
36,36,0,4,Active
1050,1050,0,4,Active
1513,1513,0,4,Active
200,200,0,4,Active
365,365,0,4,Active
365,162,0,2,Active
202,202,0,2,Active
236,236,42,4,Default
0,0,0,4,Active
230,0,14,4,Active
466,466,0,4,Active
365,0,14,1,Active
298,298,0,9,Active
2050,2050,0,9,Active
2550,4800,28,9,Active
1550,1550,0,9,Active
1383,1383,21,9,Active
236,236,0,9,Active
1100,1100,0,9,Active
1000,1366,21,9,Active
365,365,0,2,Active
1025,1025,0,3,Active
365,365,0,3,Active
365,365,0,2,Active
2098,2130,7,7,Active
1000,1185,21,7,Active
401,401,0,7,Active
1317,2965,14,7,Active
365,365,0,7,Active
1550,1550,0,7,Active
2550,2550,0,10,Active
1550,1550,0,10,Active
2300,2300,0,10,Active
2500,2500,0,10,Active
2201,2201,21,10,Active
365,365,0,10,Active
1988,1988,0,10,Active
2550,2550,0,10,Active
1350,1350,0,10,Active
1644,2931,364,1,Write Off
365,0,14,1,Active
2260,2260,0,11,Active
233,233,0,11,Active
1550,1550,0,11,Active
1250,1250,0,11,Active
1025,1025,0,11,Active
2050,2050,0,11,Active
1000,1000,0,11,Active
365,365,0,11,Active
1350,1350,0,11,Active
1750,4066,7,11,Active
2533,2533,0,14,Active
57,57,0,14,Active
230,230,0,14,Active
1900,1900,231,14,Write Off
223,223,0,14,Active
1600,1600,0,14,Active
1000,2736,21,14,Active
57,57,0,14,Active
2115,2115,0,14,Active
2736,2736,0,14,Active
2503,2503,0,14,Active
57,57,0,14,Active
57,57,0,14,Active
36,628,84,7,Default
2550,2550,0,7,Active
2000,2000,0,7,Active
3100,3100,0,7,Active
2750,2750,0,7,Active
1693,1693,0,7,Active
2149,2647,364,2,Write Off
365,365,0,2,Active
1050,1050,0,6,Active
2550,2550,14,6,Active
50,50,0,6,Active
236,236,0,6,Active
2550,2550,0,6,Active
365,365,0,9,Active
1300,1300,0,9,Active
2350,2350,0,9,Active
2531,2531,0,9,Active
2550,2550,0,9,Active
2050,2050,0,9,Active
2481,2481,0,9,Active
365,0,0,9,Active
2035,2035,0,9,Active
365,0,7,1,Active
1050,1050,0,4,Active
365,365,0,4,Active
1500,1500,0,4,Active
365,0,28,4,Active
500,500,0,6,Active
706,706,0,6,Active
1100,1318,21,6,Active
365,365,0,6,Active
1050,1050,0,6,Active
365,0,49,1,Default
1040,1040,0,12,Active
5100,5100,0,12,Active
236,236,0,12,Active
1600,1600,0,12,Active
5100,5100,0,12,Active
2550,2550,0,12,Active
3840,3840,0,12,Active
2400,2400,0,12,Active
2550,2550,175,12,Write Off
1600,1600,0,12,Active
2600,2600,0,12,Active
1025,1025,0,4,Active
1450,1450,0,4,Active
365,365,0,4,Active
115,2096,91,10,Write Off
2609,2609,0,10,Active
728,728,0,10,Active
2350,6492,84,10,Default
331,331,0,10,Active
115,115,0,10,Active
115,115,0,10,Active
1568,1568,0,10,Active
100,100,0,10,Active
1000,1000,0,10,Active
1750,1750,0,10,Active
1009,1009,0,10,Active
2509,2509,0,10,Active
1650,1650,0,10,Active
365,365,0,10,Active
2500,4015,7,10,Active
2550,2550,0,10,Active
1050,1050,0,10,Active
36,36,14,11,Active
2450,2907,14,11,Active
2050,2624,14,11,Active
2700,2700,84,11,Default
1420,1420,0,11,Active
1500,1500,0,11,Active
2550,2550,0,11,Active
2550,2550,0,11,Active
1092,1092,0,11,Active
1950,1950,0,11,Active
1050,1050,0,6,Active
1025,1025,0,6,Active
365,365,0,6,Active
550,550,0,6,Active
950,950,0,6,Active
236,236,0,4,Active
850,850,0,4,Active
2550,2550,126,4,Write Off
315,315,0,4,Active
1550,1550,0,4,Active
365,365,0,4,Active
236,1035,7,4,Active
50,2560,21,4,Active
39,39,0,4,Active
2550,2550,0,7,Active
1050,1050,0,7,Active
2550,2550,0,7,Active
2550,2766,126,7,Write Off
1600,1600,0,7,Active
236,236,0,7,Active
365,365,0,2,Active
100,100,0,5,Active
230,136,0,5,Active
93,244,49,5,Default
100,100,14,5,Active
665,665,0,5,Active
236,0,0,2,Active
236,1592,245,2,Write Off
986,986,0,12,Active
182,182,0,12,Active
1021,1021,0,12,Active
1510,1510,0,12,Active
1167,1167,0,12,Active
437,437,0,12,Active
365,365,0,12,Active
761,3047,7,12,Active
697,697,0,12,Active
769,769,0,12,Active
857,857,0,12,Active
750,750,0,10,Active
1800,1800,0,10,Active
2050,2050,0,10,Active
1960,1960,0,10,Active
365,365,14,10,Active
2500,2500,0,10,Active
1500,1500,0,10,Active
1050,1050,0,10,Active
2550,2550,0,10,Active
365,365,0,2,Active
365,365,0,5,Active
1025,1025,0,5,Active
1450,1450,0,5,Active
1650,1650,0,5,Active
230,230,0,3,Active
1200,2970,273,3,Write Off
2000,2000,0,12,Active
337,337,0,12,Active
300,300,0,12,Active
2550,2550,0,12,Active
1000,1545,70,12,Default
2050,2050,0,12,Active
1550,1550,0,12,Active
1250,1250,0,12,Active
1004,1004,0,12,Active
975,975,0,12,Active
48,48,0,12,Active
236,0,7,12,Active
2615,2615,0,11,Active
4247,4247,0,11,Active
3115,3115,0,11,Active
3615,3615,0,11,Active
4115,5072,259,11,Write Off
3115,7529,35,11,Default
2275,2275,0,11,Active
2615,2615,0,11,Active
1230,1230,0,11,Active
4115,4115,0,11,Active
365,365,0,5,Active
2200,2200,0,5,Active
1250,1250,63,5,Default
2050,2050,0,5,Active
236,236,0,2,Active
365,37,0,2,Active
327,327,0,2,Active
365,1301,42,2,Default
2115,2913,308,6,Write Off
1240,1240,0,6,Active
2728,2728,0,6,Active
1366,2143,7,6,Active
1335,4613,14,6,Active
895,895,0,3,Active
365,365,0,3,Active
1050,1050,0,6,Active
460,460,0,6,Active
1550,3114,21,6,Active
1025,1025,0,6,Active
365,365,0,6,Active
1365,1365,0,4,Active
1435,1435,28,4,Active
365,365,0,4,Active
1900,1900,0,7,Active
1050,1050,0,7,Active
2550,3217,7,7,Active
365,365,0,7,Active
2245,2245,0,7,Active
1550,1550,0,7,Active
544,544,0,3,Active
236,236,0,3,Active
2730,6792,357,2,Write Off
365,471,14,3,Active
393,393,35,3,Default
548,548,0,4,Active
365,365,0,4,Active
1025,1501,7,4,Active
236,236,245,2,Write Off
236,0,0,2,Active
236,236,0,2,Active
2615,2615,0,10,Active
5115,5115,7,10,Active
2115,5797,28,10,Active
1719,1719,0,10,Active
2615,2615,0,10,Active
1961,3803,7,10,Active
3387,3387,0,10,Active
0,146,7,10,Active
5230,5230,0,10,Active
2050,2050,0,6,Active
2550,2550,0,6,Active
236,236,0,6,Active
850,850,0,6,Active
1550,1550,0,6,Active
236,0,0,4,Active
2050,2050,0,4,Active
48,48,0,4,Active
1237,1237,28,4,Active
2175,2175,0,9,Active
2500,2500,0,9,Active
1865,1865,0,9,Active
2550,2550,0,9,Active
2550,2550,0,9,Active
2550,2550,0,9,Active
2550,2550,0,9,Active
2550,2550,0,9,Active
1003,1003,0,14,Active
2730,0,91,14,Write Off
5100,5100,0,14,Active
4579,4579,0,14,Active
2450,2450,0,14,Active
2780,2780,0,14,Active
4263,4263,0,14,Active
1808,1808,0,14,Active
810,810,0,14,Active
4600,4600,0,14,Active
1600,1600,0,14,Active
2725,2725,0,14,Active
2200,2200,0,14,Active
2550,2550,0,14,Active
365,365,0,3,Active
1550,1748,42,3,Default
50,50,0,4,Active
236,236,0,4,Active
800,800,0,4,Active
2400,4825,21,12,Active
173,173,0,12,Active
1075,0,28,12,Active
57,57,0,12,Active
2615,2615,0,12,Active
973,973,0,12,Active
487,487,0,12,Active
3418,7038,7,12,Active
821,821,0,12,Active
1550,3163,7,12,Active
1550,4697,14,12,Active
1650,5172,14,12,Active
2370,2370,0,18,Active
3740,3740,0,18,Active
4358,7006,7,18,Active
3684,3684,0,18,Active
5115,5115,0,18,Active
50,50,0,18,Active
4681,4681,0,18,Active
5021,6116,7,18,Active
3977,3977,0,18,Active
4695,4695,0,18,Active
3888,3888,0,18,Active
2490,2490,0,18,Active
2631,2631,0,18,Active
2586,2586,0,18,Active
230,230,0,18,Active
4665,4665,0,18,Active
4044,4044,0,18,Active
1050,1050,0,6,Active
365,365,0,6,Active
1550,1550,0,6,Active
1550,1550,0,6,Active
1000,1000,0,6,Active
365,0,7,6,Active
200,938,112,7,Write Off
1000,1000,0,7,Active
1025,1025,0,7,Active
1858,1858,0,7,Active
36,727,14,7,Active
361,361,0,7,Active
365,165,7,2,Active
199,199,0,2,Active
1050,1617,42,3,Default
365,365,0,3,Active
365,821,7,3,Active
568,568,0,3,Active
2050,2050,0,4,Active
3100,3100,0,4,Active
365,365,0,4,Active
365,365,0,2,Active
236,236,0,2,Active
365,430,7,4,Active
434,434,0,4,Active
1550,2403,35,4,Default
4100,7955,161,23,Write Off
1740,1740,0,23,Active
1615,1615,0,23,Active
2125,2125,0,23,Active
1000,1080,7,23,Active
2250,2250,0,23,Active
1319,1319,0,23,Active
4100,4100,0,23,Active
4265,4265,0,23,Active
4315,5557,7,23,Active
2508,2508,0,23,Active
2003,2003,0,23,Active
3115,3115,0,23,Active
3615,3615,0,23,Active
1650,1650,0,23,Active
2965,2965,0,23,Active
2987,2987,0,23,Active
1915,1915,0,23,Active
1162,1162,0,23,Active
1469,1469,0,23,Active
3115,6889,14,23,Active
3100,3100,0,23,Active
68,68,0,4,Active
500,500,0,4,Active
365,296,0,4,Active
1025,1025,7,4,Active
365,365,0,3,Active
365,0,0,3,Active
1025,1025,0,3,Active
388,388,0,6,Active
1050,1050,0,6,Active
1500,2191,21,6,Active
365,365,0,6,Active
400,1261,7,6,Active
500,500,0,5,Active
365,365,0,5,Active
500,500,0,5,Active
500,500,0,5,Active
236,1392,35,3,Default
1743,1743,0,3,Active
600,600,0,8,Active
1565,5326,14,8,Active
1568,3702,28,8,Active
1622,1622,0,8,Active
2950,4324,7,8,Active
285,2362,196,8,Write Off
230,230,0,8,Active
365,0,7,2,Active
365,365,0,2,Active
1400,1400,0,5,Active
2450,3748,7,5,Active
36,36,0,5,Active
36,0,7,5,Active
1251,2185,133,5,Write Off
365,365,0,2,Active
236,236,0,7,Active
3150,9115,14,7,Active
1250,1250,0,7,Active
0,0,0,7,Active
646,646,0,7,Active
37,37,0,7,Active
365,365,0,2,Active
1050,1050,0,7,Active
1550,1550,0,7,Active
1550,1550,0,7,Active
365,365,0,7,Active
2425,2425,0,7,Active
1000,1000,0,7,Active
365,365,0,3,Active
2050,2050,0,3,Active
365,365,0,2,Active
1139,1831,14,4,Active
2515,7885,273,4,Write Off
3258,9005,56,4,Default
2585,2585,0,4,Active
4026,6619,7,13,Active
3678,3678,0,13,Active
2198,2198,0,13,Active
2356,3445,182,13,Write Off
2880,2880,0,13,Active
5075,5075,0,13,Active
230,230,0,13,Active
5095,5095,0,13,Active
3786,3786,0,13,Active
4100,4100,0,13,Active
1743,1743,0,13,Active
4043,4043,0,13,Active
236,501,168,2,Write Off
2550,2550,0,7,Active
2050,2050,0,7,Active
1550,1550,0,7,Active
236,0,0,7,Active
150,150,0,7,Active
900,900,0,7,Active
36,36,0,7,Active
365,365,0,2,Active
1257,1311,7,4,Active
365,906,42,4,Default
1695,1695,0,4,Active
1550,1550,0,4,Active
236,236,0,4,Active
800,800,0,4,Active
115,115,0,12,Active
230,230,0,12,Active
57,57,7,12,Active
57,57,0,12,Active
57,57,0,12,Active
57,57,0,12,Active
0,0,7,12,Active
57,57,0,12,Active
230,230,0,12,Active
172,172,0,12,Active
172,172,0,12,Active
365,365,0,2,Active
1000,1000,0,5,Active
2050,2050,0,5,Active
365,365,0,5,Active
1550,1550,7,5,Active
1025,1025,0,4,Active
1650,1650,0,4,Active
365,365,0,4,Active
2600,2600,0,12,Active
2435,2435,0,12,Active
5287,5287,0,12,Active
2615,2615,0,12,Active
1950,1982,7,12,Active
6389,6389,0,12,Active
1629,1629,0,12,Active
3615,9056,28,12,Active
1500,2442,7,12,Active
5100,6360,7,12,Active
230,230,0,12,Active
443,443,0,6,Active
236,236,0,6,Active
474,474,0,6,Active
1000,2925,14,6,Active
1550,3656,14,6,Active
1000,1000,0,35,Active
5082,5082,0,35,Active
1800,1800,0,35,Active
2550,2550,0,35,Active
2550,2550,0,35,Active
2550,2550,0,35,Active
3000,3000,0,35,Active
2550,2550,7,35,Active
5186,5186,0,35,Active
2550,2550,0,35,Active
2615,7157,7,35,Active
2600,2600,0,35,Active
4800,4800,0,35,Active
2500,2500,0,35,Active
2550,2550,0,35,Active
5100,5100,0,35,Active
2550,2550,0,35,Active
2500,2500,0,35,Active
2550,2550,0,35,Active
3521,3521,0,35,Active
5017,5017,0,35,Active
7498,7498,0,35,Active
2500,2500,0,35,Active
150,150,0,35,Active
4969,4969,0,35,Active
2550,2550,0,35,Active
500,500,0,35,Active
2450,2450,0,35,Active
5118,10048,7,35,Active
2500,2500,0,35,Active
2550,2550,0,35,Active
230,230,0,35,Active
2500,2500,0,35,Active
1350,1350,0,35,Active
365,365,0,2,Active
365,0,42,2,Default
50,50,0,4,Active
2123,2123,0,4,Active
230,0,21,4,Active
230,606,175,4,Write Off
365,365,0,2,Active
236,236,0,6,Active
2500,2500,0,6,Active
2248,2248,0,6,Active
2050,2050,0,6,Active
2333,2333,70,6,Default
36,44,35,2,Default
365,365,0,6,Active
2550,2550,0,6,Active
1365,1365,0,6,Active
2050,2050,0,6,Active
1435,1435,0,6,Active
2550,2550,0,8,Active
236,0,0,8,Active
2450,2450,0,8,Active
1000,1000,0,8,Active
50,50,0,8,Active
236,236,0,8,Active
1100,1100,0,8,Active
2100,2100,77,8,Default
365,334,0,3,Active
30,30,0,3,Active
1025,1783,7,3,Active
365,365,0,2,Active
236,727,168,2,Write Off
2550,2954,189,6,Write Off
1078,1078,0,6,Active
230,230,0,6,Active
507,507,0,6,Active
1200,10762,63,6,Default
365,0,7,1,Active
365,365,0,10,Active
2175,2175,0,10,Active
2469,2469,0,10,Active
2475,2475,0,10,Active
2500,2500,0,10,Active
2540,2540,0,10,Active
1680,1680,0,10,Active
199,199,0,10,Active
2050,2050,0,10,Active
236,0,7,2,Active
136,136,0,2,Active
365,0,21,1,Active
57,57,0,16,Active
410,410,0,16,Active
100,100,0,16,Active
50,50,0,16,Active
57,57,0,16,Active
33,33,0,16,Active
57,57,0,16,Active
57,57,0,16,Active
50,50,0,16,Active
230,230,0,16,Active
57,57,0,16,Active
236,236,0,16,Active
0,0,0,16,Active
57,57,0,16,Active
100,100,0,16,Active
1025,1025,0,3,Active
365,365,0,3,Active
1458,1458,14,5,Active
2100,4941,56,5,Default
365,365,0,5,Active
2500,2500,0,5,Active
1550,1550,0,5,Active
365,365,0,5,Active
1025,1025,0,5,Active
2050,2050,0,5,Active
118,118,0,6,Active
2430,2430,0,6,Active
115,115,21,6,Active
2915,2915,0,6,Active
1240,1240,0,6,Active
2550,2550,0,8,Active
2500,2500,0,8,Active
36,36,0,8,Active
2500,3982,7,8,Active
1108,1108,0,8,Active
1167,1167,0,8,Active
2550,3991,28,8,Active
2618,2618,0,16,Active
1882,3626,91,16,Write Off
6213,6213,0,16,Active
2115,2115,0,16,Active
5003,5003,0,16,Active
5100,9998,7,16,Active
57,57,0,16,Active
4415,4415,0,16,Active
1615,1615,0,16,Active
4801,4801,0,16,Active
5100,5100,0,16,Active
2120,2120,0,16,Active
4615,4615,0,16,Active
230,230,0,16,Active
5100,5100,0,16,Active
230,0,0,16,Active
365,365,0,5,Active
1550,1550,7,5,Active
1000,1000,0,5,Active
2050,2050,0,5,Active
365,365,0,2,Active
4103,4289,245,13,Write Off
3996,3996,0,13,Active
230,0,0,13,Active
2551,2551,0,13,Active
57,57,0,13,Active
2269,2269,0,13,Active
2191,4221,14,13,Active
4115,4115,0,13,Active
2500,2500,0,13,Active
4003,4003,0,13,Active
2475,4505,7,13,Active
4550,4550,0,13,Active
230,230,0,13,Active
236,236,0,6,Active
2550,2550,0,6,Active
2350,2350,0,6,Active
2550,2550,0,6,Active
2550,2550,0,6,Active
365,526,49,2,Default
365,1225,14,4,Active
1439,1947,21,4,Active
1191,1191,0,4,Active
2140,2140,21,15,Active
3300,3300,0,15,Active
230,230,0,15,Active
2600,2600,0,15,Active
3000,3535,7,15,Active
2300,2300,0,15,Active
2550,3625,14,15,Active
2600,2600,0,15,Active
1550,1550,0,15,Active
1474,1474,0,15,Active
230,0,21,15,Active
1600,1600,0,15,Active
250,250,0,15,Active
2436,2436,0,15,Active
1037,1037,0,15,Active
1432,1432,0,14,Active
57,239,7,14,Active
1988,1988,0,14,Active
0,506,14,14,Active
2600,4807,14,14,Active
2547,2953,7,14,Active
700,700,0,14,Active
0,0,0,14,Active
3323,3323,0,14,Active
230,230,0,14,Active
2448,4122,21,14,Active
5016,8667,28,14,Active
906,906,0,14,Active
4484,6747,196,16,Write Off
4915,4915,0,16,Active
2230,2230,0,16,Active
3115,6598,7,16,Active
2615,10721,7,16,Active
5052,7786,7,16,Active
3100,6747,7,16,Active
2721,2721,0,16,Active
5115,7215,14,16,Active
5229,5229,0,16,Active
4342,4342,0,16,Active
1101,1101,0,16,Active
2115,2115,0,16,Active
4623,9376,7,16,Active
7743,7743,0,16,Active
5615,5615,0,27,Active
2550,2550,0,27,Active
3615,3615,0,27,Active
2800,2800,0,27,Active
1350,1350,0,27,Active
4115,4115,0,27,Active
1215,1215,0,27,Active
1815,1815,0,27,Active
830,830,0,27,Active
0,5330,21,27,Active
2598,4417,14,27,Active
1745,1745,0,27,Active
1315,1315,0,27,Active
3515,12238,28,27,Active
2450,2450,0,27,Active
3815,3815,0,27,Active
2550,2550,0,27,Active
3215,3215,0,27,Active
1000,1225,49,27,Default
2550,2550,0,27,Active
2361,2361,0,27,Active
2115,2115,0,27,Active
1550,1550,0,27,Active
1115,1115,0,27,Active
2500,9468,35,27,Default
4115,4115,0,27,Active
2081,2081,0,6,Active
5337,9897,322,6,Write Off
211,8302,7,6,Active
6338,9780,7,6,Active
3015,3015,0,6,Active
0,0,203,3,Write Off
236,236,0,3,Active
1889,1889,0,12,Active
1233,1233,0,12,Active
1889,1889,0,12,Active
57,57,0,12,Active
1688,2877,21,12,Active
2079,2079,0,12,Active
57,57,0,12,Active
158,158,0,12,Active
230,230,0,12,Active
1951,1951,0,12,Active
0,0,0,12,Active
2350,2350,0,4,Active
2550,3041,140,4,Write Off
236,236,0,4,Active
1025,1025,0,3,Active
365,365,0,3,Active
1452,1452,0,12,Active
531,531,0,12,Active
800,800,0,12,Active
280,280,0,12,Active
1500,1500,0,12,Active
236,236,0,12,Active
2500,2500,0,12,Active
2550,2550,0,12,Active
2150,2150,0,12,Active
2550,2550,0,12,Active
2550,2550,0,12,Active
3030,5117,210,8,Write Off
230,230,0,8,Active
1550,1582,28,8,Active
50,50,7,8,Active
2116,2116,0,8,Active
1615,1615,7,8,Active
2000,2000,0,8,Active
1200,1200,0,9,Active
50,50,0,9,Active
550,550,21,9,Active
2295,2295,0,9,Active
3725,3725,0,9,Active
4260,4260,0,9,Active
1500,1500,0,9,Active
236,236,0,9,Active
236,0,0,9,Active
1550,1550,0,16,Active
1000,1000,0,16,Active
1050,1050,0,16,Active
1050,1050,0,16,Active
2050,2050,0,16,Active
36,36,0,16,Active
1050,1050,0,16,Active
1050,1050,0,16,Active
200,200,0,16,Active
1550,1550,0,16,Active
1050,1050,0,16,Active
1000,1000,0,16,Active
900,900,0,16,Active
850,850,0,16,Active
1050,1050,0,16,Active
365,0,77,1,Default
2500,2500,0,6,Active
2650,4407,63,6,Default
739,739,0,6,Active
800,800,0,6,Active
236,236,7,6,Active
1100,1100,0,23,Active
182,182,0,23,Active
2100,2100,0,23,Active
1703,1703,0,23,Active
4028,4028,0,23,Active
1050,1050,0,23,Active
937,937,0,23,Active
898,2099,7,23,Active
2275,8375,7,23,Active
2615,2615,0,23,Active
1500,1500,0,23,Active
3115,7297,7,23,Active
75,75,0,23,Active
236,236,0,23,Active
1050,1050,0,23,Active
3047,3047,0,23,Active
2100,2100,0,23,Active
2615,2615,0,23,Active
2121,2121,0,23,Active
1629,5960,7,23,Active
2730,5684,7,23,Active
100,100,0,23,Active
365,446,7,5,Active
1550,1550,0,5,Active
918,918,0,5,Active
1025,1025,0,5,Active
850,850,0,3,Active
236,236,0,3,Active
1694,1694,0,13,Active
2653,2653,0,13,Active
539,539,0,13,Active
4205,4728,14,13,Active
4545,7478,14,13,Active
3985,3985,0,13,Active
4350,7231,7,13,Active
5645,5645,0,13,Active
1115,7195,42,13,Default
4540,4540,0,13,Active
2015,2515,14,13,Active
100,100,0,13,Active
2550,2550,0,5,Active
2550,2550,0,5,Active
2514,2514,0,5,Active
236,0,0,5,Active
72,72,0,5,Active
1550,1550,0,8,Active
0,0,7,8,Active
1100,1100,0,8,Active
236,0,14,8,Active
236,236,0,8,Active
500,622,28,8,Active
1550,1550,0,8,Active
1350,1350,0,8,Active
365,0,77,1,Default
177,177,0,22,Active
2282,2282,0,22,Active
100,3120,21,22,Active
256,256,0,22,Active
59,59,0,22,Active
230,230,0,22,Active
57,57,0,22,Active
57,57,0,22,Active
115,115,0,22,Active
57,57,0,22,Active
57,57,0,22,Active
57,57,0,22,Active
57,57,0,22,Active
115,115,0,22,Active
0,0,0,22,Active
467,467,0,22,Active
971,971,0,22,Active
57,57,0,22,Active
115,115,0,22,Active
230,230,0,22,Active
0,0,0,22,Active
815,815,14,7,Active
365,365,7,7,Active
365,0,7,7,Active
675,675,0,7,Active
1350,1350,0,7,Active
1550,1550,7,7,Active
675,675,0,7,Active
2550,2550,0,6,Active
1550,1550,0,6,Active
365,365,0,6,Active
1350,1350,7,6,Active
1000,1868,42,6,Default
1550,1550,0,5,Active
1100,1100,0,5,Active
236,236,0,5,Active
2050,2050,0,5,Active
1600,1600,0,5,Active
1050,1050,7,5,Active
2600,3548,21,5,Active
236,236,0,5,Active
236,236,0,2,Active
365,365,0,3,Active
1025,1025,0,3,Active
1300,1300,0,10,Active
1050,1050,63,10,Default
2450,5673,28,10,Active
1550,1550,0,10,Active
1550,1550,0,10,Active
36,36,0,10,Active
1976,1976,0,10,Active
2500,2500,0,10,Active
2550,2550,0,10,Active
36,0,0,10,Active
365,365,0,5,Active
1049,1049,0,5,Active
975,975,0,5,Active
1050,1050,0,5,Active
2760,2760,0,6,Active
0,2844,35,6,Default
230,230,0,6,Active
0,0,0,6,Active
2490,9903,77,6,Default
365,365,7,2,Active
365,0,0,2,Active
365,365,0,2,Active
2350,2350,0,7,Active
2550,2550,7,7,Active
2600,2600,0,7,Active
236,0,0,7,Active
1214,1214,0,7,Active
72,72,0,7,Active
2550,2749,14,7,Active
365,365,0,2,Active
365,0,21,1,Active
